Current_Rep,Seller,Date,Doc_Type,Doc_No,Customer,Customer_Group,Material_Code,Amount,Sales_Qty,Ship_To_State,Billing_Country,Material_Name,Broad_Phase,Product_Phase,Particle_size,Pore_size,ID_(mm),Length_(mm),List_price,Price_Floor,Specification
Sales Rep D,Sales Rep A,8/15/2023,Standard Sales Order,SO2024010780,ACCT_0673_DJR,ACCT_0673,FAKE-01173,446.52,1,MA,USA,"HPLC Column,  Zenix SEC-300 PEEK",SEC,Zenix SEC,3,300,4.6,50,516.88,363.26,4.6mmx50mm
Sales Rep B,Sales Rep D,12/2/2023,Standard Sales Order,SO2025010781,ACCT_0673_MYW,ACCT_0673,FAKE-00902,2758.15,5,CA,USA,"HPLC Column,  Proteomix HIC Ethyl-NP1.7",HIC,Proteomix HIC Ethyl,1.7,NP,4.6,100,723.76,551.63,4.6mmx100mm
Sales Rep D,Sales Rep C,2/6/2023,Standard Sales Order,SO2023010782,ACCT_0673_HVP,ACCT_0673,FAKE-01246,874.03,1,MA,USA,"HPLC Column,  Antibodix NP3",IEX,Antibodix WCX,3,NP,4.6,100,692.94,610.84,4.6mmx100mm
Sales Rep D,Sales Rep C,6/30/2023,Standard Sales Order,SO2024010783,ACCT_0673_EMS,ACCT_0673,FAKE-00336,1280.34,1,CA,USA,"HPLC Column,  Bio-C8",RP,Bio-C8,5,300,4.6,250,1476.41,1280.34,4.6mmx250mm
Sales Rep C,Sales Rep C,3/30/2022,Standard Sales Order,SO2025010784,ACCT_0673_ABQ,ACCT_0673,FAKE-01187,27522.2,20,IL,USA,"HPLC Column,  SRT SEC-150",SEC,SRT SEC,5,150,4.6,300,1095.51,978.84,4.6mmx300mm
Sales Rep A,Sales Rep D,5/1/2023,Standard Sales Order,SO2023010785,ACCT_0673_NBF,ACCT_0673,FAKE-01160,7191.6,2,CA,USA,"HPLC Column,  Unix-C SEC-300",SEC,Unix-C SEC,1.8,300,4.6,300,2766.0,2489.4,4.6mmx300mm
Sales Rep C,Sales Rep C,6/15/2022,Standard Sales Order,SO2024010786,ACCT_0673_OVI,ACCT_0673,FAKE-00336,3235.14,2,,India,"HPLC Column,  Proteomix SCX-NP1.7",IEX,Proteomix SCX,1.7,NP,4.6,100,1419.19,1275.79,4.6mmx100mm
Sales Rep C,Sales Rep D,2/18/2023,Standard Sales Order,SO2025010787,ACCT_0673_QKX,ACCT_0673,FAKE-00623,2626.78,2,CA,USA,Zenix-C SEC-300,SEC,Zenix-C SEC,3,300,2.1,300,1010.3,830.26,2.1mmx300mm
Sales Rep D,Sales Rep B,6/5/2023,Standard Sales Order,SO2023010788,ACCT_0673_CWE,ACCT_0673,FAKE-00182,1785.62,1,MA,USA,"HPLC Column,  Proteomix HIC Butyl-NP1.7",HIC,Proteomix HIC Butyl,1.7,NP,4.6,50,1721.0,1548.9,4.6mmx50mm
Sales Rep A,Sales Rep D,12/23/2022,Standard Sales Order,SO2024010789,ACCT_0673_NMU,ACCT_0673,FAKE-01173,7409.45,1,PA,USA,"HPLC Column,  SRT SEC-1000",SEC,SRT SEC,5,1000,21.2,300,8717.0,7409.45,21.2mmx300mm
Sales Rep C,Sales Rep C,4/27/2023,Standard Sales Order,SO2025010790,ACCT_0673_UCZ,ACCT_0673,FAKE-01246,738.91,1,CA,USA,"HPLC Column,  Mono GPC-300",SEC,Mono GPC,5,300,4.6,300,697.81,567.28,4.6mmx300mm
Sales Rep C,Sales Rep A,6/13/2024,Standard Sales Order,SO2023010791,ACCT_0673_ESB,ACCT_0673,FAKE-00121,4535.72,4,,India,"HPLC Column,  Unix SEC-300",SEC,Unix SEC,1.8,300,4.6,250,926.87,811.52,4.6mmx250mm
Sales Rep C,Sales Rep D,8/19/2023,Standard Sales Order,SO2024010792,ACCT_0673_PHG,ACCT_0673,FAKE-00840,2281.8,4,NJ,USA,"HPLC Column,  PolyRP-1000",RP,PolyRP,10,1000,4.6,250,594.0,386.1,4.6mmx250mm
Sales Rep A,Sales Rep D,9/25/2023,Standard Sales Order,SO2025010793,ACCT_0673_UIP,ACCT_0673,FAKE-01187,1662.84,2,GA,USA,"HPLC Column,  SRT-10 SEC-2000",SEC,SRT-10 SEC,10,2000,7.8,300,957.63,812.28,7.8mmx300mm
Sales Rep C,Sales Rep A,5/29/2024,Standard Sales Order,SO2023010794,ACCT_0673_QOD,ACCT_0673,FAKE-00677,9519.75,5,IN,USA,"HPLC Column,  SRT-10C SEC-1000",SEC,SRT-10C SEC,10,1000,7.8,300,1786.0,1607.4,7.8mmx300mm
Sales Rep D,Sales Rep B,8/18/2024,Standard Sales Order,SO2024010795,ACCT_0673_YBA,ACCT_0673,FAKE-00936,1903.68,2,CA,USA,"HPLC Column,  GP-Phenyl",RP,GP-Phenyl,5,120,2.1,150,745.51,664.0,2.1mmx150mm
Sales Rep A,Sales Rep D,3/28/2022,Standard Sales Order,SO2025010796,ACCT_0673_GFK,ACCT_0673,FAKE-01187,1374.46,1,CA,USA,PEEK Refill Frits for Precolumn Filter (0.5 µm) 5 units/pk,Accessories,Precolumn Filter,Null,Null,Null,Null,1366.99,978.58,Null
Sales Rep D,Sales Rep B,5/26/2023,Standard Sales Order,SO2023010797,ACCT_0673_JNF,ACCT_0673,FAKE-01187,1569.64,1,CA,USA,"HPLC Column,  Zenix-C SEC-80",SEC,Zenix-C SEC,3,80,4.6,150,1439.01,1007.98,4.6mmx150mm
Sales Rep D,Sales Rep A,8/28/2023,Standard Sales Order,SO2024010798,ACCT_0673_QUP,ACCT_0673,FAKE-00182,671.87,1,PA,USA,"HPLC Column,  Proteomix HIC Ethyl-NP1.7",HIC,Proteomix HIC Ethyl,1.7,NP,4.6,100,555.55,402.88,4.6mmx100mm
Sales Rep C,Sales Rep D,3/24/2022,Standard Sales Order,SO2025010799,ACCT_0673_ZIK,ACCT_0673,FAKE-00677,3793.2,10,IN,USA,"HPLC Column,  SRT SEC-500",SEC,SRT SEC,5,500,30,300,384.59,301.28,30mmx300mm
Sales Rep A,Sales Rep B,2/26/2022,Standard Sales Order,SO2023010800,ACCT_0673_WNY,ACCT_0673,FAKE-00676,3934.74,3,MD,USA,"HPLC Column,  Zenix SEC-300",SEC,Zenix SEC,3,300,2.1,50,1008.91,708.16,2.1mmx50mm
Sales Rep B,Sales Rep A,10/17/2022,Standard Sales Order,SO2024010801,ACCT_0673_FJE,ACCT_0673,FAKE-00514,7429.23,3,,South Korea,"HPLC Column,  SRT-C SEC-500",SEC,SRT-C SEC,5,500,7.8,300,2323.0,1626.1,7.8mmx300mm
Sales Rep A,Sales Rep D,2/28/2022,Standard Sales Order,SO2025010802,ACCT_0673_YZU,ACCT_0673,FAKE-01246,5939.95,5,CA,USA,Wrench,Accessories,Null,Null,Null,Null,Null,913.84,699.77,Null
Sales Rep B,Sales Rep A,11/25/2023,Standard Sales Order,SO2023010803,ACCT_0673_STQ,ACCT_0673,FAKE-01187,24012.0,20,CA,USA,"Sepax Protein standard for Size Exclusion Chromatography (SEC-80 and SEC-100) and used for general correlation of elution time vs. protein MW (5 vials, 50ul/vial) -BSA (1 mg/mL) -Ribonuclease A (1 mg/mL) -Uracil (0.1 mg/mL)",Sepax Protein Standard,Sepax Protein Standard,Null,Null,Null,Null,1219.75,885.2,Null
Sales Rep D,Sales Rep C,9/28/2022,Standard Sales Order,SO2024010804,ACCT_0673_TFJ,ACCT_0673,FAKE-00514,3314.3,5,WA,USA,"HPLC Column,  Bio-C18",RP,Bio-C18,10,300,10,250,694.97,532.03,10mmx250mm
Sales Rep D,Sales Rep C,4/1/2022,Standard Sales Order,SO2025010805,ACCT_0673_RFH,ACCT_0673,FAKE-01201,2736.5,1,MD,USA,"HPLC Column,  Zenix-C SEC-80",SEC,Zenix-C SEC,3,80,4.6,300,2105.0,1894.5,4.6mmx300mm
Sales Rep D,Sales Rep B,9/29/2022,Standard Sales Order,SO2023010806,ACCT_0673_VGW,ACCT_0673,FAKE-00840,930.25,1,,Switzerland,"HPLC Column,  Zenix SEC-300 PEEK",SEC,Zenix SEC,3,300,4.6,50,896.38,732.36,4.6mmx50mm
Sales Rep A,Sales Rep B,1/30/2022,Service sales order,SO2024010807,ACCT_0673_BLY,ACCT_0673,FAKE-01201,3062.8,1,CA,USA,"HPLC Column,  SRT SEC-750",SEC,SRT SEC,5,750,4.6,300,2356.0,1767.0,4.6mmx300mm
Sales Rep C,Sales Rep D,9/1/2023,Standard Sales Order,SO2025010808,ACCT_0673_WSG,ACCT_0673,FAKE-00186,499.36,2,,Japan,EZ Packing Sleeve 6.6mm,FPLC Empty Column,FPLC Column Packing Sleeve,Null,Null,Null,Null,262.35,210.94,Null
Sales Rep C,Sales Rep B,4/12/2023,Standard Sales Order,SO2023010809,ACCT_0673_FWQ,ACCT_0673,FAKE-00352,1079.01,1,CA,USA,"HPLC Column,  SRT SEC-300",SEC,SRT SEC,5,300,4.6,300,830.01,704.82,4.6mmx300mm
Sales Rep D,Sales Rep A,4/27/2022,Standard Sales Order,SO2024010810,ACCT_0673_CMQ,ACCT_0673,FAKE-00135,704.98,1,,India,Cytiva 15um Source 15-Q resin in 30.0X250 mm column,Packing Service,Cytiva 15um Source 15-Q,Null,Null,Null,Null,770.9,687.02,Null
Sales Rep A,Sales Rep D,5/12/2023,Standard Sales Order,SO2025010811,ACCT_0454_WBY,ACCT_0454,FAKE-00644,1543.5,1,CA,USA,"HPLC Column,  SRT SEC-500",SEC,SRT SEC,5,500,4.6,300,1715.0,1543.5,4.6mmx300mm
Sales Rep A,Sales Rep C,5/9/2023,Standard Sales Order,SO2023010812,ACCT_0454_VVB,ACCT_0454,FAKE-00644,1143.98,1,,Switzerland,"Iso-Prep 21.2mm Filter, 2um",Accessories,Precolumn Filter,Null,Null,Null,Null,1326.75,1143.98,Null
Sales Rep B,Sales Rep C,7/20/2024,Standard Sales Order,SO2024010813,ACCT_0454_GPJ,ACCT_0454,FAKE-00644,36121.8,20,MA,USA,Monomix Oligo dT20,Affinity,Monomix Oligo dT20,30,Null,2.1,50,1733.0,1559.7,2.1mmx50mm
Sales Rep A,Sales Rep A,8/29/2022,Standard Sales Order,SO2025010814,ACCT_0454_MKO,ACCT_0454,FAKE-00644,1359.55,1,,Spain,"""10-32 peek fitting"", also known as ""Fingertight connector 1/16"" male"", 5 pcs /package",Accessories,Adapter,Null,Null,Null,Null,1119.28,895.41,Null
Sales Rep D,Sales Rep B,2/15/2022,Standard Sales Order,SO2023010815,ACCT_0454_DRJ,ACCT_0454,FAKE-01246,1200.3,1,MA,USA,"HPLC Column,  SRT SEC-150",SEC,SRT SEC,5,150,4.6,300,1148.44,991.69,4.6mmx300mm
Sales Rep C,Sales Rep B,9/5/2022,Standard Sales Order,SO2024010816,ACCT_0497_QRI,ACCT_0497,FAKE-01253,842.4,1,CA,USA,Sepax Monomix H2P SAX,Tween,Monomix H2P SAX,40,NP,2.1,50,648.0,583.2,2.1mmx50mm
Sales Rep B,Sales Rep D,10/13/2023,Standard Sales Order,SO2025010817,ACCT_0497_YZZ,ACCT_0497,FAKE-00043,957.0,1,,Canada,"HPLC Column,  SRT SEC-1000",SEC,SRT SEC,5,1000,7.8,50,914.0,822.6,7.8mmx50mm
Sales Rep B,Sales Rep D,6/2/2022,Standard Sales Order,SO2023010818,ACCT_0497_ISZ,ACCT_0497,FAKE-00348,1440.99,1,CA,USA,"HPLC Column,  Proteomix SAX-NP3",IEX,Proteomix SAX,3,NP,2.1,50,1108.45,875.92,2.1mmx50mm
Sales Rep B,Sales Rep D,12/31/2022,Standard Sales Order,SO2024010819,ACCT_0497_DAZ,ACCT_0497,FAKE-00043,529.79,1,CA,USA,"HPLC Column,  Zenix-C SEC-100",SEC,Zenix-C SEC,3,100,7.8,250,427.89,362.48,7.8mmx250mm
Sales Rep C,Sales Rep D,12/27/2023,Standard Sales Order,SO2025010820,ACCT_0497_INP,ACCT_0497,FAKE-00348,4117.12,2,,Ireland,"HPLC Column,  SRT-C SEC-300",SEC,SRT-C SEC,5,300,7.8,300,2195.0,1975.5,7.8mmx300mm
Sales Rep A,Sales Rep B,5/15/2022,Standard Sales Order,SO2023010821,ACCT_0497_AOD,ACCT_0497,FAKE-00043,1107.38,2,,South Korea,"HPLC Column,  SRT SEC-150",SEC,SRT SEC,5,150,7.8,50,691.7,553.69,7.8mmx50mm
Sales Rep B,Sales Rep D,7/8/2023,Standard Sales Order,SO2024010822,ACCT_0497_GJM,ACCT_0497,FAKE-01078,15769.0,10,WA,USA,"HPLC Column,  SRT-C SEC-300",SEC,SRT-C SEC,5,300,7.8,150,1573.0,1415.7,7.8mmx150mm
Sales Rep D,Sales Rep C,12/29/2023,Standard Sales Order,SO2025010823,ACCT_0497_WIL,ACCT_0497,FAKE-01078,1416.66,1,,Thailand,"HPLC Column,  SRT SEC-1000",SEC,SRT SEC,5,1000,7.8,150,1089.74,916.47,7.8mmx150mm
Sales Rep A,Sales Rep C,10/25/2022,Standard Sales Order,SO2023010824,ACCT_0497_LMT,ACCT_0497,FAKE-00067,1179.45,3,MA,USA,"HPLC Column,  Nanofilm SEC-150",SEC,Nanofilm SEC,5,150,7.8,300,302.42,221.2,7.8mmx300mm
Sales Rep C,Sales Rep D,11/3/2023,Standard Sales Order,SO2024010825,ACCT_0497_TXN,ACCT_0497,FAKE-00508,3788.4,4,IL,USA,"HPLC Column,  SRT SEC-1000",SEC,SRT SEC,5,1000,21.2,300,1024.93,804.54,21.2mmx300mm
Sales Rep C,Sales Rep B,3/5/2022,Standard Sales Order,SO2025010826,ACCT_0497_DFF,ACCT_0497,FAKE-00817,2482.78,2,CA,USA,"HPLC Column,  Zenix SEC-80",SEC,Zenix SEC,3,80,4.6,150,1192.69,917.16,4.6mmx150mm
Sales Rep B,Sales Rep C,1/16/2022,Service sales order,SO2023010827,ACCT_0497_BDY,ACCT_0497,FAKE-00817,3370.12,2,NJ,USA,"HPLC Column,  Zenix SEC-300",SEC,Zenix SEC,3,300,7.8,200,1312.51,1162.61,7.8mmx200mm
Sales Rep B,Sales Rep C,1/13/2023,Standard Sales Order,SO2024010828,ACCT_0497_KPP,ACCT_0497,FAKE-01194,793.94,1,CA,USA,"HPLC Guard Column, BioMix SEC-300",SEC,BioMIX SEC,3,300,4.6,50,735.56,519.56,4.6mmx50mm
Sales Rep C,Sales Rep C,9/28/2022,Standard Sales Order,SO2025010829,ACCT_0497_QWZ,ACCT_0497,FAKE-01147,2019.54,1,IN,USA,"HPLC Column,  Proteomix SCX-NP5",IEX,Proteomix SCX,5,NP,4.6,250,1811.0,1358.25,4.6mmx250mm
Sales Rep A,Sales Rep B,2/1/2023,Standard Sales Order,SO2023010830,ACCT_0497_FQT,ACCT_0497,FAKE-00237,4492.96,4,GA,USA,"HPLC Column,  Zenix SEC-300",SEC,Zenix SEC,3,300,2.1,50,1309.28,1123.24,2.1mmx50mm
Sales Rep D,Sales Rep D,10/10/2023,Standard Sales Order,SO2024010831,ACCT_0497_IUA,ACCT_0497,FAKE-01078,2312.7,3,,Japan,"HPLC Column,  SRT SEC-500",SEC,SRT SEC,5,500,4.6,50,686.0,617.4,4.6mmx50mm
Sales Rep C,Sales Rep C,2/25/2022,Standard Sales Order,SO2025010832,ACCT_0497_NUO,ACCT_0497,FAKE-00817,424.41,1,PA,USA,"HPLC Column,  Zenix SEC-150",SEC,Zenix SEC,3,150,7.8,300,391.37,292.72,7.8mmx300mm
Sales Rep A,Sales Rep D,8/19/2024,Standard Sales Order,SO2023010833,ACCT_0497_UDA,ACCT_0497,FAKE-01147,8359.2,4,MO,USA,"HPLC Column,  Zenix-C SEC-150",SEC,Zenix-C SEC,3,150,4.6,300,2322.0,2089.8,4.6mmx300mm
Sales Rep A,Sales Rep B,7/27/2022,Standard Sales Order,SO2024010834,ACCT_0497_FFY,ACCT_0497,FAKE-00719,2968.95,5,IL,USA,"HPLC Column,  Zenix-C SEC-300",SEC,Zenix-C SEC,3,300,7.8,200,460.61,345.82,7.8mmx200mm
Sales Rep D,Sales Rep B,7/12/2022,Standard Sales Order,SO2025010835,ACCT_0497_KTL,ACCT_0497,FAKE-00348,21996.8,10,,Switzerland,"HPLC Column,  SRT SEC-500",SEC,SRT SEC,5,500,7.8,300,2207.0,1891.8,7.8mmx300mm
Sales Rep A,Sales Rep B,6/11/2024,Standard Sales Order,SO2023010836,ACCT_0497_JVW,ACCT_0497,FAKE-00703,3571.16,1,CA,USA,"HPLC Column,  SRT-10 SEC-2000",SEC,SRT-10 SEC,10,2000,10,300,3230.0,2745.5,10mmx300mm
Sales Rep C,Sales Rep C,12/31/2022,Standard Sales Order,SO2024010837,ACCT_0497_OSR,ACCT_0497,FAKE-01194,2554.95,1,IA,USA,"HPLC Column,  SRT-10 SEC-300",SEC,SRT-10 SEC,10,300,10,300,2536.0,2282.4,10mmx300mm
Sales Rep D,Sales Rep A,5/21/2023,Standard Sales Order,SO2025010838,ACCT_0497_IGN,ACCT_0497,FAKE-00040,2209.2,3,WA,USA,"HPLC Column,  Nanofilm SEC-250",SEC,Nanofilm SEC,5,250,4.6,300,637.11,465.57,4.6mmx300mm
Sales Rep D,Sales Rep A,5/15/2023,Standard Sales Order,SO2023010839,ACCT_0497_DAG,ACCT_0497,FAKE-00043,2936.5,10,FL,USA,"Iso-Prep 21.2mm Frit, 2um",Accessories,Precolumn Filter,Null,Null,Null,Null,243.0,218.7,Null
Sales Rep C,Sales Rep B,6/13/2024,Standard Sales Order,SO2024010840,ACCT_0497_OSX,ACCT_0497,FAKE-00890,36426.0,20,,Switzerland,"HPLC Column,  Proteomix WCX-NP5",IEX,Proteomix WCX,5,NP,2.1,100,1401.0,1050.75,2.1mmx100mm
Sales Rep B,Sales Rep C,6/11/2023,Standard Sales Order,SO2025010841,ACCT_0497_RSR,ACCT_0497,FAKE-00745,2874.7,1,VA,USA,"HPLC Column,  SRT SEC-750",SEC,SRT SEC,5,750,7.8,300,2760.0,2070.0,7.8mmx300mm
Sales Rep D,Sales Rep B,4/1/2024,Standard Sales Order,SO2023010842,ACCT_0497_TZS,ACCT_0497,FAKE-01160,3651.44,4,,Japan,"HPLC Column, SRT SEC-2000",SEC,SRT SEC,5,2000,7.8,300,841.54,727.32,7.8mmx300mm
Sales Rep C,Sales Rep B,1/28/2024,Standard Sales Order,SO2024010843,ACCT_0497_FIP,ACCT_0497,FAKE-00890,1119.17,1,CA,USA,"HPLC Column,  SRT SEC-500",SEC,SRT SEC,5,500,7.8,300,1391.95,1119.17,7.8mmx300mm
Sales Rep C,Sales Rep A,12/27/2022,Standard Sales Order,SO2025010844,ACCT_0497_SWQ,ACCT_0497,FAKE-01078,12742.4,10,PA,USA,"HPLC Column, Polysulfonix-SCX",IEX,Polysulfonix-SCX,5,120,4.6,250,1363.76,1124.96,4.6mmx250mm
Sales Rep C,Sales Rep A,6/13/2024,Standard Sales Order,SO2023010845,ACCT_0497_WKK,ACCT_0497,FAKE-00072,7956.0,4,,India,"HPLC Column, SRT SEC-2000",SEC,SRT SEC,5,2000,7.8,150,1530.0,994.5,7.8mmx150mm
Sales Rep D,Sales Rep B,5/27/2023,Standard Sales Order,SO2024010846,ACCT_0497_TRT,ACCT_0497,FAKE-00040,671.11,1,,India,Sepax Monomix H2P SAX,Tween,Monomix H2P SAX,40,NP,2.1,50,587.0,440.25,2.1mmx50mm
Sales Rep D,Sales Rep A,6/13/2023,Standard Sales Order,SO2025010847,ACCT_0497_NVD,ACCT_0497,FAKE-00202,669.1,1,CA,USA,"HPLC Column,  Bio-C4",RP,Bio-C4,5,300,2.1,30,539.9,404.27,2.1mmx33mm
Sales Rep A,Sales Rep B,2/27/2022,Standard Sales Order,SO2023010848,ACCT_0497_XYK,ACCT_0497,FAKE-01078,2526.9,3,MD,USA,"HPLC Column,  GP-C18",RP,GP-C18,5,120,4.6,250,704.0,457.6,4.6mmx250mm
Sales Rep C,Sales Rep C,8/9/2022,Standard Sales Order,SO2024010849,ACCT_0497_RLG,ACCT_0497,FAKE-00040,1550.3,1,,South Korea,EZ Packing Sleeve 25mm,FPLC Empty Column,FPLC Column Packing Sleeve,Null,Null,Null,Null,1488.33,1144.83,Null
Sales Rep A,Sales Rep A,6/19/2024,Standard Sales Order,SO2025010850,ACCT_0048_VLI,ACCT_0048,FAKE-00540,741.8,1,CA,USA,"HPLC Column,  Zenix SEC-300",SEC,Zenix SEC,3,300,2.1,50,725.96,635.41,2.1mmx50mm
Sales Rep D,Sales Rep D,11/23/2022,Standard Sales Order,SO2023010851,ACCT_0048_XDD,ACCT_0048,FAKE-00667,1357.25,1,CA,USA,Filter PreColumn PEEK 0.5um,Accessories,Precolumn Filter,Null,Null,Null,Null,1463.12,1175.93,Null
Sales Rep A,Sales Rep B,5/6/2023,Standard Sales Order,SO2024010852,ACCT_0048_RLS,ACCT_0048,FAKE-00667,6858.65,1,,United Kingdom,"HPLC Column,  SRT SEC-300",SEC,SRT SEC,5,300,21.2,300,8069.0,6858.65,21.2mmx300mm
Sales Rep B,Sales Rep D,2/10/2023,Standard Sales Order,SO2025010853,ACCT_0048_YHB,ACCT_0048,FAKE-00667,996.86,2,MA,USA,"HPLC Column,  SRT SEC-150",SEC,SRT SEC,5,150,4.6,50,624.98,471.5,4.6mmx50mm
Sales Rep A,Sales Rep D,2/24/2024,Standard Sales Order,SO2023010854,ACCT_0999_HSQ,ACCT_0999,FAKE-00578,4208.07,3,,Denmark,"HPLC Column,  Zenix SEC-80",SEC,Zenix SEC,3,80,7.8,300,1291.34,947.28,7.8mmx300mm
Sales Rep D,Sales Rep A,2/12/2024,Standard Sales Order,SO2024010855,ACCT_0999_ZBH,ACCT_0999,FAKE-00578,2036.2,4,,Israel,"HPLC Column,  Bio-C4",RP,Bio-C4,3,300,4.6,150,613.0,398.45,4.6mmx150mm
Sales Rep A,Sales Rep C,12/24/2022,Standard Sales Order,SO2025010856,ACCT_0999_TKO,ACCT_0999,FAKE-00578,5112.28,4,IN,USA,"HPLC Column,  SRT-C SEC-150",SEC,SRT-C SEC,5,150,4.6,300,1474.41,1158.39,4.6mmx300mm
Sales Rep A,Sales Rep D,7/30/2024,Standard Sales Order,SO2023010857,ACCT_0999_KHB,ACCT_0999,FAKE-00578,3436.44,3,CA,USA,"HPLC Column,  Bio-C8",RP,Bio-C8,10,300,10,250,1379.9,984.4,10mmx250mm
Sales Rep B,Sales Rep D,5/1/2022,Standard Sales Order,SO2024010858,ACCT_0999_WZW,ACCT_0999,FAKE-00578,1135.76,1,,South Korea,"Iso-Prep 21.2mm Frit, 2um",Accessories,Precolumn Filter,Null,Null,Null,Null,986.93,852.68,Null
Sales Rep A,Sales Rep C,12/21/2022,Standard Sales Order,SO2025010859,ACCT_0999_RVA,ACCT_0999,FAKE-00578,2717.79,3,,India,"HPLC Column, Sepax, Carbomix Ca-NP10, 8% Crosslinkage",Carbomix,Carbomix Ca,10,NP,7.8,300,1199.0,899.25,7.8mmx300mm
Sales Rep A,Sales Rep A,6/4/2024,Standard Sales Order,SO2023010860,ACCT_0999_ASB,ACCT_0999,FAKE-00578,1254.21,1,CA,USA,"Sepax Protein standard for Size Exclusion Chromatography (SEC-80 and SEC-100) and used for general correlation of elution time vs. protein MW (5 vials, 50ul/vial) -BSA (1 mg/mL) -Ribonuclease A (1 mg/mL) -Uracil (0.1 mg/mL)",Sepax Protein Standard,Sepax Protein Standard,Null,Null,Null,Null,1357.95,1086.45,Null
Sales Rep B,Sales Rep A,1/14/2022,Standard Sales Order,SO2024010861,ACCT_0999_JQD,ACCT_0999,FAKE-00578,511.74,1,PA,USA,"Zenix SEC-300, 3μm 300A 21.2mm×300mm",SEC,Zenix SEC,3,300,21.2,300,505.28,415.52,21.2mmx300mm
Sales Rep A,Sales Rep B,3/5/2022,Standard Sales Order,SO2025010862,ACCT_0867_ESO,ACCT_0867,FAKE-01184,8472.6,20,,United Kingdom,"HPLC Column,  SRT SEC-750",SEC,SRT SEC,5,750,4.6,300,371.17,289.17,4.6mmx300mm
Sales Rep D,Sales Rep D,3/11/2024,Standard Sales Order,SO2023010863,ACCT_0867_HKP,ACCT_0867,FAKE-01184,1251.17,1,MD,USA,"HPLC Guard Column,  Zenix-C SEC-300",SEC,Zenix-C SEC,3,300,4.6,50,1088.0,791.17,4.6mmx50mm
Sales Rep A,Sales Rep A,10/24/2023,Standard Sales Order,SO2024010864,ACCT_0867_CMA,ACCT_0867,FAKE-01184,1335.1,1,MA,USA,"HPLC Column,  Antibodix NP5",IEX,Antibodix WCX,5,NP,2.1,50,1027.0,924.3,2.1mmx50mm
Sales Rep A,Sales Rep B,6/30/2023,Standard Sales Order,SO2025010865,ACCT_0867_PDS,ACCT_0867,FAKE-00836,17896.7,10,,Germany,Frit PEEK 2um .062x.065x.250,Accessories,Precolumn Filter,Null,Null,Null,Null,1376.67,1036.19,Null
Sales Rep A,Sales Rep C,8/11/2022,Standard Sales Order,SO2023010866,ACCT_0867_QUX,ACCT_0867,FAKE-00121,8434.28,4,IN,USA,"HPLC Column,  Zenix SEC-300",SEC,Zenix SEC,3,300,4.6,300,2067.0,1860.3,4.6mmx300mm
Sales Rep C,Sales Rep B,1/7/2022,Standard Sales Order,SO2024010867,ACCT_0867_CUP,ACCT_0867,FAKE-00933,2193.78,3,CA,USA,"HPLC Column,  Zenix-C SEC-300",SEC,Zenix-C SEC,3,300,4.6,150,859.41,688.51,4.6mmx150mm
Sales Rep A,Sales Rep C,3/25/2023,Standard Sales Order,SO2025010868,ACCT_0867_KAL,ACCT_0867,FAKE-00933,5174.4,10,,Germany,"HPLC Column, Proteomix RP-1000",RP,Proteomix RP,5,1000,2,10,474.0,355.5,2.1mmx10mm
Sales Rep C,Sales Rep B,3/26/2023,Standard Sales Order,SO2023010869,ACCT_0867_YJU,ACCT_0867,FAKE-01016,3259.8,3,CA,USA,"HPLC Column, SRT SEC-2000 PEEK",SEC,SRT SEC,5,2000,4.6,150,869.03,777.54,4.6mmx150mm
Sales Rep D,Sales Rep D,10/5/2023,Standard Sales Order,SO2024010870,ACCT_0867_SMO,ACCT_0867,FAKE-00791,13913.8,10,MA,USA,Precolumn filter/frit,Accessories,Precolumn Filter,Null,Null,Null,Null,1375.78,1091.7,Null
Sales Rep D,Sales Rep C,3/21/2022,Standard Sales Order,SO2025010871,ACCT_0867_AEE,ACCT_0867,FAKE-00121,30890.0,20,,Netherlands,"HPLC Column,  Proteomix SAX-NP3",IEX,Proteomix SAX,3,NP,4.6,50,1188.08,873.07,4.6mmx50mm
Sales Rep B,Sales Rep A,7/19/2022,Standard Sales Order,SO2023010872,ACCT_0867_SPJ,ACCT_0867,FAKE-01034,2258.81,1,FL,USA,"HPLC Column,  SRT SEC-1000",SEC,SRT SEC,5,1000,7.8,300,2001.0,1400.7,7.8mmx300mm
Sales Rep C,Sales Rep D,4/16/2022,Standard Sales Order,SO2024010873,ACCT_0867_VXL,ACCT_0867,FAKE-01278,1803.8,2,CA,USA,"HPLC Column,  SRT SEC-500 PEEK",SEC,SRT SEC,5,500,4.6,50,736.0,552.0,4.6mmx50mm
Sales Rep A,Sales Rep D,5/29/2023,Standard Sales Order,SO2025010874,ACCT_0867_JFK,ACCT_0867,FAKE-00791,2926.22,2,CA,USA,"HPLC Column,  Zenix SEC-80",SEC,Zenix SEC,3,80,4.6,300,1304.56,1138.39,4.6mmx300mm
Sales Rep A,Sales Rep A,8/20/2024,Standard Sales Order,SO2023010875,ACCT_0867_QOO,ACCT_0867,FAKE-00802,4771.0,2,MA,USA,"HPLC Column,  Proteomix SAX-NP1.7",IEX,Proteomix SAX,1.7,NP,2.1,100,1835.0,1376.25,2.1mmx100mm
