Current_Rep,Seller,Date,Doc_Type,Doc_No,Customer,Customer_Group,Material_Code,Amount,Sales_Qty,Ship_To_State,Billing_Country,Material_Name,Broad_Phase,Product_Phase,Particle_size,Pore_size,ID_(mm),Length_(mm),List_price,Price_Floor,Specification
Sales Rep A,Sales Rep A,7/19/2024,Invoice,SO2025023973,Account_0950_KJC,Account_0950,FAKE-00094,5005.16,4,,France,"SRT-C SEC, 3μm, 1000Å, 2.1×300 mm",SEC,SRT-C SEC,3,1000,2.1,300,1451.33,1055.26,2.1x300mm
Sales Rep B,Sales Rep B,4/26/2023,Invoice,SO2025023974,Account_0950_FLG,Account_0950,FAKE-00105,2581.44,4,CA,USA,"Zenix SEC, 5μm, 300Å, 4.6×150 mm",SEC,Zenix SEC,5,300,4.6,150,692.24,553.02,4.6x150mm
Sales Rep B,Sales Rep B,4/26/2023,Invoice,SO2025023975,Account_0950_FLG,Account_0950,FAKE-00105,2581.44,4,CA,USA,"Zenix SEC, 5μm, 300Å, 4.6×150 mm",SEC,Zenix SEC,5,300,4.6,150,692.24,553.02,4.6x150mm
Sales Rep B,Sales Rep B,4/26/2023,Invoice,SO2025023976,Account_0950_FLG,Account_0950,FAKE-00105,2581.44,4,CA,USA,"Zenix SEC, 5μm, 300Å, 4.6×150 mm",Affinity,Zenix SEC,5,300,4.6,150,692.24,553.02,4.6x150mm
Sales Rep B,Sales Rep B,4/26/2023,Invoice,SO2025023977,Account_0950_FLG,Account_0950,FAKE-00105,2581.44,4,CA,USA,"Zenix SEC, 5μm, 300Å, 4.6×150 mm",SEC,Zenix SEC,5,300,4.6,150,692.24,553.02,4.6x150mm
Sales Rep A,Sales Rep A,7/19/2024,Invoice,SO2025023978,Account_0950_KJC,Account_0950,FAKE-00094,5005.16,4,,France,"SRT-C SEC, 3μm, 1000Å, 2.1×300 mm",SEC,SRT-C SEC,3,1000,2.1,300,1451.33,1055.26,2.1x300mm
Sales Rep A,Sales Rep A,7/19/2024,Invoice,SO2025023979,Account_0950_KJC,Account_0950,FAKE-00094,5005.16,4,,France,"SRT-C SEC, 3μm, 1000Å, 2.1×300 mm",SEC,SRT-C SEC,3,1000,2.1,300,1451.33,1055.26,2.1x300mm
Sales Rep B,Sales Rep B,4/26/2023,Invoice,SO2025023980,Account_0950_FLG,Account_0950,FAKE-00105,2581.44,4,CA,USA,"Zenix SEC, 5μm, 300Å, 4.6×150 mm",Accessories,Zenix SEC,5,300,4.6,150,692.24,553.02,4.6x150mm
Sales Rep B,Sales Rep B,4/26/2023,Invoice,SO2025023981,Account_0950_FLG,Account_0950,FAKE-00105,2581.44,4,CA,USA,"Zenix SEC, 5μm, 300Å, 4.6×150 mm",SEC,Zenix SEC,5,300,4.6,150,692.24,553.02,4.6x150mm
Sales Rep A,Sales Rep A,7/19/2024,Invoice,SO2025023982,Account_0950_KJC,Account_0950,FAKE-00094,5005.16,4,,France,"SRT-C SEC, 3μm, 1000Å, 2.1×300 mm",SEC,SRT-C SEC,3,1000,2.1,300,1451.33,1055.26,2.1x300mm
Sales Rep A,Sales Rep A,7/19/2024,Invoice,SO2025023983,Account_0950_KJC,Account_0950,FAKE-00094,5005.16,4,,France,"SRT-C SEC, 3μm, 1000Å, 2.1×300 mm",SEC,SRT-C SEC,3,1000,2.1,300,1451.33,1055.26,2.1x300mm
Sales Rep B,Sales Rep B,4/26/2023,Invoice,SO2025023984,Account_0950_FLG,Account_0950,FAKE-00105,2581.44,4,CA,USA,"Zenix SEC, 5μm, 300Å, 4.6×150 mm",Affinity,Zenix SEC,5,300,4.6,150,692.24,553.02,4.6x150mm
Sales Rep C,Sales Rep C,8/7/2025,Invoice,SO2025023985,Account_0950_LJG,Account_0950,FAKE-00654,1961.48,2,,Mexico,"SRT-C SEC, 10μm, 1000Å, 4.6×250 mm",RP,SRT-C SEC,10,1000,4.6,250,1067.8,902.88,4.6x250mm
Sales Rep C,Sales Rep C,8/7/2025,Invoice,SO2025023986,Account_0950_LJG,Account_0950,FAKE-00654,1961.48,2,,Mexico,"SRT-C SEC, 10μm, 1000Å, 4.6×250 mm",Accessories,SRT-C SEC,10,1000,4.6,250,1067.8,902.88,4.6x250mm
Sales Rep A,Sales Rep A,7/19/2024,Invoice,SO2025023987,Account_0950_KJC,Account_0950,FAKE-00094,5005.16,4,,France,"SRT-C SEC, 3μm, 1000Å, 2.1×300 mm",SEC,SRT-C SEC,3,1000,2.1,300,1451.33,1055.26,2.1x300mm
Sales Rep B,Sales Rep B,4/26/2023,Invoice,SO2025023988,Account_0950_FLG,Account_0950,FAKE-00105,2581.44,4,CA,USA,"Zenix SEC, 5μm, 300Å, 4.6×150 mm",SEC,Zenix SEC,5,300,4.6,150,692.24,553.02,4.6x150mm
Sales Rep A,Sales Rep A,7/19/2024,Invoice,SO2025023989,Account_0950_KJC,Account_0950,FAKE-00094,5005.16,4,,France,"SRT-C SEC, 3μm, 1000Å, 2.1×300 mm",RP,SRT-C SEC,3,1000,2.1,300,1451.33,1055.26,2.1x300mm
Sales Rep C,Sales Rep C,8/7/2025,Invoice,SO2025023990,Account_0950_LJG,Account_0950,FAKE-00654,1961.48,2,,Mexico,"SRT-C SEC, 10μm, 1000Å, 4.6×250 mm",SEC,SRT-C SEC,10,1000,4.6,250,1067.8,902.88,4.6x250mm
Sales Rep C,Sales Rep C,8/7/2025,Invoice,SO2025023991,Account_0950_LJG,Account_0950,FAKE-00654,1961.48,2,,Mexico,"SRT-C SEC, 10μm, 1000Å, 4.6×250 mm",SEC,SRT-C SEC,10,1000,4.6,250,1067.8,902.88,4.6x250mm
Sales Rep B,Sales Rep B,4/26/2023,Invoice,SO2025023992,Account_0950_FLG,Account_0950,FAKE-00105,2581.44,4,CA,USA,"Zenix SEC, 5μm, 300Å, 4.6×150 mm",RP,Zenix SEC,5,300,4.6,150,692.24,553.02,4.6x150mm
Sales Rep C,Sales Rep C,8/7/2025,Invoice,SO2025023993,Account_0950_LJG,Account_0950,FAKE-00654,1961.48,2,,Mexico,"SRT-C SEC, 10μm, 1000Å, 4.6×250 mm",SEC,SRT-C SEC,10,1000,4.6,250,1067.8,902.88,4.6x250mm
Sales Rep B,Sales Rep B,4/26/2023,Invoice,SO2025023994,Account_0950_FLG,Account_0950,FAKE-00105,2581.44,4,CA,USA,"Zenix SEC, 5μm, 300Å, 4.6×150 mm",RP,Zenix SEC,5,300,4.6,150,692.24,553.02,4.6x150mm
Sales Rep A,Sales Rep A,7/19/2024,Invoice,SO2025023995,Account_0950_KJC,Account_0950,FAKE-00094,5005.16,4,,France,"SRT-C SEC, 3μm, 1000Å, 2.1×300 mm",FPLC Empty Column,SRT-C SEC,3,1000,2.1,300,1451.33,1055.26,2.1x300mm
Sales Rep B,Sales Rep B,4/26/2023,Invoice,SO2025023996,Account_0950_FLG,Account_0950,FAKE-00105,2581.44,4,CA,USA,"Zenix SEC, 5μm, 300Å, 4.6×150 mm",IEX,Zenix SEC,5,300,4.6,150,692.24,553.02,4.6x150mm
Sales Rep C,Sales Rep C,8/7/2025,Invoice,SO2025023997,Account_0950_LJG,Account_0950,FAKE-00654,1961.48,2,,Mexico,"SRT-C SEC, 10μm, 1000Å, 4.6×250 mm",SEC,SRT-C SEC,10,1000,4.6,250,1067.8,902.88,4.6x250mm
Sales Rep B,Sales Rep B,4/26/2023,Invoice,SO2025023998,Account_0950_FLG,Account_0950,FAKE-00105,2581.44,4,CA,USA,"Zenix SEC, 5μm, 300Å, 4.6×150 mm",RP,Zenix SEC,5,300,4.6,150,692.24,553.02,4.6x150mm
Sales Rep A,Sales Rep A,7/19/2024,Invoice,SO2025023999,Account_0950_KJC,Account_0950,FAKE-00094,5005.16,4,,France,"SRT-C SEC, 3μm, 1000Å, 2.1×300 mm",Accessories,SRT-C SEC,3,1000,2.1,300,1451.33,1055.26,2.1x300mm
Sales Rep C,Sales Rep C,8/7/2025,Invoice,SO2025024000,Account_0950_LJG,Account_0950,FAKE-00654,1961.48,2,,Mexico,"SRT-C SEC, 10μm, 1000Å, 4.6×250 mm",SEC,SRT-C SEC,10,1000,4.6,250,1067.8,902.88,4.6x250mm
Sales Rep A,Sales Rep A,7/19/2024,Invoice,SO2025024001,Account_0950_KJC,Account_0950,FAKE-00094,5005.16,4,,France,"SRT-C SEC, 3μm, 1000Å, 2.1×300 mm",Accessories,SRT-C SEC,3,1000,2.1,300,1451.33,1055.26,2.1x300mm
Sales Rep A,Sales Rep A,7/19/2024,Invoice,SO2025024002,Account_0950_KJC,Account_0950,FAKE-00094,5005.16,4,,France,"SRT-C SEC, 3μm, 1000Å, 2.1×300 mm",SEC,SRT-C SEC,3,1000,2.1,300,1451.33,1055.26,2.1x300mm
Sales Rep A,Sales Rep A,7/19/2024,Invoice,SO2025024003,Account_0950_KJC,Account_0950,FAKE-00094,5005.16,4,,France,"SRT-C SEC, 3μm, 1000Å, 2.1×300 mm",SEC,SRT-C SEC,3,1000,2.1,300,1451.33,1055.26,2.1x300mm
Sales Rep B,Sales Rep B,4/26/2023,Invoice,SO2025024004,Account_0950_FLG,Account_0950,FAKE-00105,2581.44,4,CA,USA,"Zenix SEC, 5μm, 300Å, 4.6×150 mm",SEC,Zenix SEC,5,300,4.6,150,692.24,553.02,4.6x150mm
Sales Rep C,Sales Rep C,8/7/2025,Invoice,SO2025024005,Account_0950_LJG,Account_0950,FAKE-00654,1961.48,2,,Mexico,"SRT-C SEC, 10μm, 1000Å, 4.6×250 mm",SEC,SRT-C SEC,10,1000,4.6,250,1067.8,902.88,4.6x250mm
Sales Rep A,Sales Rep A,7/19/2024,Invoice,SO2025024006,Account_0950_KJC,Account_0950,FAKE-00094,5005.16,4,,France,"SRT-C SEC, 3μm, 1000Å, 2.1×300 mm",Affinity,SRT-C SEC,3,1000,2.1,300,1451.33,1055.26,2.1x300mm
Sales Rep B,Sales Rep B,4/26/2023,Invoice,SO2025024007,Account_0950_FLG,Account_0950,FAKE-00105,2581.44,4,CA,USA,"Zenix SEC, 5μm, 300Å, 4.6×150 mm",SEC,Zenix SEC,5,300,4.6,150,692.24,553.02,4.6x150mm
Sales Rep B,Sales Rep B,4/26/2023,Invoice,SO2025024008,Account_0950_FLG,Account_0950,FAKE-00105,2581.44,4,CA,USA,"Zenix SEC, 5μm, 300Å, 4.6×150 mm",Sepax Protein Standard,Zenix SEC,5,300,4.6,150,692.24,553.02,4.6x150mm
Sales Rep B,Sales Rep B,4/26/2023,Invoice,SO2025024009,Account_0950_FLG,Account_0950,FAKE-00105,2581.44,4,CA,USA,"Zenix SEC, 5μm, 300Å, 4.6×150 mm",SEC,Zenix SEC,5,300,4.6,150,692.24,553.02,4.6x150mm
Sales Rep C,Sales Rep C,8/7/2025,Invoice,SO2025024010,Account_0950_LJG,Account_0950,FAKE-00654,1961.48,2,,Mexico,"SRT-C SEC, 10μm, 1000Å, 4.6×250 mm",SEC,SRT-C SEC,10,1000,4.6,250,1067.8,902.88,4.6x250mm
Sales Rep B,Sales Rep B,4/26/2023,Invoice,SO2025024011,Account_0950_FLG,Account_0950,FAKE-00105,2581.44,4,CA,USA,"Zenix SEC, 5μm, 300Å, 4.6×150 mm",SEC,Zenix SEC,5,300,4.6,150,692.24,553.02,4.6x150mm
Sales Rep C,Sales Rep C,8/7/2025,Invoice,SO2025024012,Account_0950_LJG,Account_0950,FAKE-00654,1961.48,2,,Mexico,"SRT-C SEC, 10μm, 1000Å, 4.6×250 mm",IEX,SRT-C SEC,10,1000,4.6,250,1067.8,902.88,4.6x250mm
Sales Rep C,Sales Rep C,8/7/2025,Invoice,SO2025024013,Account_0950_LJG,Account_0950,FAKE-00654,1961.48,2,,Mexico,"SRT-C SEC, 10μm, 1000Å, 4.6×250 mm",SEC,SRT-C SEC,10,1000,4.6,250,1067.8,902.88,4.6x250mm
Sales Rep C,Sales Rep C,8/7/2025,Invoice,SO2025024014,Account_0950_LJG,Account_0950,FAKE-00654,1961.48,2,,Mexico,"SRT-C SEC, 10μm, 1000Å, 4.6×250 mm",Accessories,SRT-C SEC,10,1000,4.6,250,1067.8,902.88,4.6x250mm
Sales Rep C,Sales Rep C,8/7/2025,Invoice,SO2025024015,Account_0950_LJG,Account_0950,FAKE-00654,1961.48,2,,Mexico,"SRT-C SEC, 10μm, 1000Å, 4.6×250 mm",SEC,SRT-C SEC,10,1000,4.6,250,1067.8,902.88,4.6x250mm
Sales Rep C,Sales Rep C,8/7/2025,Invoice,SO2025024016,Account_0950_LJG,Account_0950,FAKE-00654,1961.48,2,,Mexico,"SRT-C SEC, 10μm, 1000Å, 4.6×250 mm",Accessories,SRT-C SEC,10,1000,4.6,250,1067.8,902.88,4.6x250mm
Sales Rep C,Sales Rep C,5/19/2025,Order,SO2024009115,Account_1136_OZJ,Account_1136,FAKE-00935,4284.6,5,VA,USA,"Sepax Protein Standard Item, 5μm, 300Å, 4.6×150 mm",HIC,General,5,300,4.6,150,912.64,673.84,4.6x150mm
Sales Rep C,Sales Rep C,6/8/2024,Order,SO2024014020,Account_1136_XDS,Account_1136,FAKE-00659,2465.02,2,,Japan,"HIC Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,1416.37,1157.92,4.6x150mm
Sales Rep D,Sales Rep D,9/18/2024,Invoice,SO2025012713,Account_0759_NYS,Account_0759,FAKE-00007,3125.13,3,LA,USA,"Tween Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,1072.57,915.51,4.6x150mm
Sales Rep B,Sales Rep B,9/21/2024,Invoice,SO2025011369,Account_0759_OEK,Account_0759,FAKE-00036,4899.15,5,LA,USA,"SRT-C SEC, 5μm, 300Å, 4.6×300 mm",IEX,SRT-C SEC,5,300,4.6,300,1113.72,804.94,4.6x300mm
Sales Rep C,Sales Rep C,3/3/2023,Invoice,SO2023007917,Account_0610_RFQ,Account_0610,FAKE-00052,1529.1,2,TN,USA,"Proteomix SAX, 5μm, 100Å, 7.8×250 mm",SEC,Proteomix SAX,5,100,7.8,250,887.36,747.94,7.8x250mm
Sales Rep C,Sales Rep C,9/11/2025,Invoice,SO2025013523,Account_0610_BRK,Account_0610,FAKE-00062,6105.25,5,IN,USA,"HIC Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,1489.45,1180.57,4.6x150mm
Sales Rep B,Sales Rep B,3/25/2024,Invoice,SO2024007951,Account_1151_EAW,Account_1151,FAKE-00043,3991.65,5,,New Zealand,"HIC Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,902.11,690.21,4.6x150mm
Sales Rep A,Sales Rep A,6/27/2024,Invoice,SO2023014988,Account_1151_CXG,Account_1151,FAKE-00676,2596.2,3,,UK,"Service Item, 5μm, 300Å, 4.6×150 mm",HIC,General,5,300,4.6,150,900.32,672.21,4.6x150mm
Sales Rep B,Sales Rep B,3/25/2024,Invoice,SO2025024017,Account_1151_EAW,Account_1151,FAKE-00043,3991.65,5,,New Zealand,"HIC Item, 5μm, 300Å, 4.6×150 mm",Service,General,5,300,4.6,150,902.11,690.21,4.6x150mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025007961,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",RP,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024018,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",IEX,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024019,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",RP,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024020,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",IEX,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024021,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",Service,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024022,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",SEC,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024023,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",Accessories,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024024,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",SEC,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024025,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",SEC,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024026,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",SEC,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024027,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",IEX,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024028,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",RP,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024029,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",Carbomix,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024030,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",Affinity,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024031,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",SEC,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024032,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",SEC,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024033,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",FPLC Empty Column,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024034,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",SEC,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024035,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",Sepax Protein Standard,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024036,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",HIC,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024037,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",SEC,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024038,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",RP,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024039,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",SEC,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024040,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",Accessories,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024041,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",SEC,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024042,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",Null,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024043,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",SEC,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024044,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",IEX,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024045,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",SEC,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024046,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",Service,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024047,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",HIC,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024048,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",SEC,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024049,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",SEC,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024050,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",SEC,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024051,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",Mixed Mode,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep B,Sales Rep B,6/13/2025,Order,SO2025024052,Account_0907_MRT,Account_0907,FAKE-00104,2395.98,3,MI,USA,"C18, 5μm, 1000Å, 4.6×300 mm",SEC,C18,5,1000,4.6,300,970.65,686.78,4.6x300mm
Sales Rep C,Sales Rep C,3/3/2024,Invoice,SO2024008026,Account_0574_PHW,Account_0574,FAKE-00071,2079.09,3,,UK,"Proteomix SAX, 5μm, 300Å, 2.1×300 mm",Service,Proteomix SAX,5,300,2.1,300,710.72,667.29,2.1x300mm
Sales Rep A,Sales Rep A,7/26/2024,Invoice,SO2023008685,Account_0574_MAA,Account_0574,FAKE-00054,2498.05,5,HI,USA,"Zenix SEC, 10μm, 300Å, 7.8×50 mm",SEC,Zenix SEC,10,300,7.8,50,564.7,402.61,7.8x50mm
Sales Rep D,Sales Rep D,4/24/2025,Credit Memo,SO2023009144,Account_0574_XEC,Account_0574,FAKE-00010,3516.08,4,,Japan,"HP-Amino, 3μm, 100Å, 7.8×250 mm",Accessories,HP-Amino,3,100,7.8,250,1049.02,743.2,7.8x250mm
Sales Rep D,Sales Rep D,4/24/2025,Credit Memo,SO2025024053,Account_0574_XEC,Account_0574,FAKE-00010,3516.08,4,,Japan,"HP-Amino, 3μm, 100Å, 7.8×250 mm",HIC,HP-Amino,3,100,7.8,250,1049.02,743.2,7.8x250mm
Sales Rep D,Sales Rep D,4/24/2025,Credit Memo,SO2025024054,Account_0574_XEC,Account_0574,FAKE-00010,3516.08,4,,Japan,"HP-Amino, 3μm, 100Å, 7.8×250 mm",HIC,HP-Amino,3,100,7.8,250,1049.02,743.2,7.8x250mm
Sales Rep A,Sales Rep A,7/26/2024,Invoice,SO2025024055,Account_0574_MAA,Account_0574,FAKE-00054,2498.05,5,HI,USA,"Zenix SEC, 10μm, 300Å, 7.8×50 mm",Sepax Protein Standard,Zenix SEC,10,300,7.8,50,564.7,402.61,7.8x50mm
Sales Rep A,Sales Rep A,7/26/2024,Invoice,SO2025024056,Account_0574_MAA,Account_0574,FAKE-00054,2498.05,5,HI,USA,"Zenix SEC, 10μm, 300Å, 7.8×50 mm",NP,Zenix SEC,10,300,7.8,50,564.7,402.61,7.8x50mm
Sales Rep D,Sales Rep D,4/24/2025,Credit Memo,SO2025024057,Account_0574_XEC,Account_0574,FAKE-00010,3516.08,4,,Japan,"HP-Amino, 3μm, 100Å, 7.8×250 mm",IEX,HP-Amino,3,100,7.8,250,1049.02,743.2,7.8x250mm
Sales Rep C,Sales Rep C,3/3/2024,Invoice,SO2025024058,Account_0574_PHW,Account_0574,FAKE-00071,2079.09,3,,UK,"Proteomix SAX, 5μm, 300Å, 2.1×300 mm",SEC,Proteomix SAX,5,300,2.1,300,710.72,667.29,2.1x300mm
Sales Rep D,Sales Rep D,4/24/2025,Credit Memo,SO2025024059,Account_0574_XEC,Account_0574,FAKE-00010,3516.08,4,,Japan,"HP-Amino, 3μm, 100Å, 7.8×250 mm",SEC,HP-Amino,3,100,7.8,250,1049.02,743.2,7.8x250mm
Sales Rep A,Sales Rep A,7/26/2024,Invoice,SO2025024060,Account_0574_MAA,Account_0574,FAKE-00054,2498.05,5,HI,USA,"Zenix SEC, 10μm, 300Å, 7.8×50 mm",SEC,Zenix SEC,10,300,7.8,50,564.7,402.61,7.8x50mm
Sales Rep A,Sales Rep A,7/26/2024,Invoice,SO2025024061,Account_0574_MAA,Account_0574,FAKE-00054,2498.05,5,HI,USA,"Zenix SEC, 10μm, 300Å, 7.8×50 mm",SEC,Zenix SEC,10,300,7.8,50,564.7,402.61,7.8x50mm
